DDT_hr,Vol_cf,Max_Inflow_cfs,Max_Depth_ft,Max_Storage_Vol_cf,Treated_mgal,Total_mgal,Capture_Efficiency_%,Flow_Balance_Error_%
72,150000,18.85,1.06,158315.0,750.9,811.148,92.57250218209253,-0.0
72,175000,18.85,1.05,183043.0,772.06,811.148,95.18115066547658,0.0
72,200000,18.85,1.04,208760.0,785.67,811.148,96.85901956239798,-0.0
72,225000,18.85,1.04,234773.0,794.124,811.148,97.90124613510727,0.0
72,250000,18.85,1.04,260767.0,799.197,811.148,98.52665604797151,0.0
72,275000,18.85,1.04,286743.0,802.507,811.148,98.93471968124189,-0.0
72,300000,18.85,1.04,312701.0,804.571,811.148,99.18917386222984,-0.0
96,1000,18.85,1.06,1063.0,12.987,811.148,1.601064170780178,0.0
96,2000,18.85,1.06,2126.0,25.001,811.148,3.082174892867886,-0.0
96,3000,18.85,1.06,3188.0,36.664,811.148,4.520013610339913,0.0
96,4000,18.85,1.06,4251.0,48.041,811.148,5.922593657384349,0.0
96,5000,18.85,1.06,5314.0,59.138,811.148,7.2906547263877854,0.0
96,7500,18.85,1.06,7970.0,85.757,811.148,10.572299999506871,-0.0
96,10000,18.85,1.06,10627.0,111.41,811.148,13.73485479838451,0.0
96,12500,18.85,1.06,13283.0,136.418,811.148,16.817892665703425,0.0
96,15000,18.85,1.06,15939.0,160.152,811.148,19.74386918293579,-0.0
96,17500,18.85,1.06,18594.0,183.121,811.148,22.575534920877573,0.0
96,20000,18.85,1.06,21250.0,205.369,811.148,25.31831429036378,0.0
96,22500,18.85,1.06,23905.0,226.455,811.148,27.917839900979846,-0.0
96,25000,18.85,1.06,26560.0,246.767,811.148,30.421945193725435,0.0
96,27500,18.85,1.06,29215.0,266.612,811.148,32.86847776238122,-0.0
96,30000,18.85,1.06,31869.0,285.659,811.148,35.21663124362015,0.0
96,40000,18.85,1.06,42485.0,354.539,811.148,43.70829984170583,-0.0
